id_cancelamento,id_usuario,motivo,data_cancelamento
7280,295,Não usa mais,2023-09-05
7281,957,Problemas técnicos,2022-12-09
7282,942,Problemas técnicos,2024-01-07
7283,932,Não usa mais,2024-01-31
7284,653,Pouco conteúdo,2023-03-05
7285,530,Muito caro,2024-02-18
7286,630,Problemas técnicos,2024-10-16
7287,934,Muito caro,2024-10-18
7288,533,Pouco conteúdo,2025-03-07
7289,736,Não usa mais,2023-04-17
7290,315,Problemas técnicos,2023-03-03
7291,427,Muito caro,2022-09-16
7292,211,Problemas técnicos,2024-06-17
7293,4,Pouco conteúdo,2023-07-20
7294,545,Muito caro,2023-02-11
7295,910,Muito caro,2024-10-12
7296,595,Problemas técnicos,2022-08-16
7297,698,Pouco conteúdo,2023-08-27
7298,326,Muito caro,2024-05-06
7299,209,Muito caro,2022-08-20
7300,792,Pouco conteúdo,2024-07-25
7301,648,Muito caro,2022-11-29
7302,301,Não usa mais,2023-02-10
7303,769,Não usa mais,2024-09-14
7304,192,Problemas técnicos,2023-07-16
7305,385,Problemas técnicos,2024-06-24
7306,687,Muito caro,2022-08-17
7307,287,Pouco conteúdo,2023-01-15
7308,614,Problemas técnicos,2023-06-12
7309,52,Não usa mais,2023-05-30
7310,412,Problemas técnicos,2024-12-17
7311,32,Pouco conteúdo,2023-09-28
7312,940,Não usa mais,2022-06-13
7313,615,Problemas técnicos,2023-07-05
7314,364,Não usa mais,2023-02-28
7315,876,Muito caro,2023-05-12
7316,113,Pouco conteúdo,2025-03-07
7317,81,Problemas técnicos,2023-04-15
7318,829,Muito caro,2023-08-08
7319,125,Pouco conteúdo,2023-03-26
7320,789,Problemas técnicos,2023-01-31
7321,955,Pouco conteúdo,2023-11-06
7322,302,Não usa mais,2023-04-30
7323,148,Pouco conteúdo,2024-03-16
7324,852,Pouco conteúdo,2024-05-22
7325,379,Não usa mais,2024-02-20
7326,528,Pouco conteúdo,2023-08-02
7327,599,Não usa mais,2023-09-18
7328,524,Problemas técnicos,2024-05-28
7329,862,Não usa mais,2022-06-26
7330,430,Não usa mais,2022-12-30
7331,91,Muito caro,2024-06-03
7332,148,Pouco conteúdo,2023-08-29
7333,258,Não usa mais,2023-04-15
7334,149,Não usa mais,2025-02-25
7335,536,Problemas técnicos,2023-01-11
7336,969,Muito caro,2025-04-21
7337,603,Problemas técnicos,2023-09-15
7338,624,Pouco conteúdo,2022-09-24
7339,834,Não usa mais,2024-06-22
7340,324,Problemas técnicos,2024-11-25
7341,255,Muito caro,2022-12-05
7342,927,Muito caro,2025-02-14
7343,271,Muito caro,2022-08-26
7344,915,Problemas técnicos,2023-02-23
7345,891,Não usa mais,2023-01-23
7346,502,Problemas técnicos,2025-05-09
7347,978,Pouco conteúdo,2023-09-02
7348,90,Muito caro,2022-09-03
7349,113,Muito caro,2022-07-01
7350,359,Pouco conteúdo,2023-08-29
7351,80,Muito caro,2024-06-22
7352,703,Muito caro,2023-10-21
7353,249,Pouco conteúdo,2023-05-20
7354,583,Não usa mais,2023-10-14
7355,738,Problemas técnicos,2024-07-20
7356,237,Não usa mais,2023-10-12
7357,831,Pouco conteúdo,2023-09-17
7358,131,Pouco conteúdo,2023-11-27
7359,47,Problemas técnicos,2022-12-03
7360,396,Problemas técnicos,2022-10-27
7361,700,Muito caro,2023-05-13
7362,750,Muito caro,2022-06-20
7363,918,Problemas técnicos,2024-05-20
7364,619,Muito caro,2023-07-12
7365,397,Muito caro,2023-07-12
7366,537,Não usa mais,2022-09-26
7367,151,Muito caro,2023-09-19
7368,920,Muito caro,2022-11-07
7369,138,Problemas técnicos,2023-11-12
7370,271,Pouco conteúdo,2024-11-15
7371,887,Não usa mais,2023-12-15
7372,536,Pouco conteúdo,2023-09-19
7373,157,Muito caro,2023-05-26
7374,449,Problemas técnicos,2023-09-12
7375,330,Pouco conteúdo,2025-06-02
7376,384,Pouco conteúdo,2024-09-30
7377,747,Não usa mais,2023-09-29
7378,760,Problemas técnicos,2023-06-10
7379,1,Não usa mais,2025-06-05
7380,497,Problemas técnicos,2023-12-26
7381,416,Problemas técnicos,2025-01-03
7382,912,Não usa mais,2023-07-31
7383,536,Problemas técnicos,2022-12-24
7384,444,Pouco conteúdo,2023-07-20
7385,377,Não usa mais,2022-08-12
7386,874,Não usa mais,2023-08-06
7387,213,Problemas técnicos,2025-04-07
7388,795,Pouco conteúdo,2024-02-01
7389,71,Problemas técnicos,2022-07-19
7390,809,Pouco conteúdo,2023-01-17
7391,916,Muito caro,2022-07-14
7392,265,Não usa mais,2023-04-04
7393,757,Problemas técnicos,2023-12-21
7394,119,Problemas técnicos,2024-12-17
7395,95,Problemas técnicos,2025-06-04
7396,772,Problemas técnicos,2023-06-25
7397,311,Problemas técnicos,2024-01-23
7398,549,Muito caro,2025-02-14
7399,712,Muito caro,2025-03-23
7400,866,Muito caro,2023-01-08
7401,242,Não usa mais,2025-04-01
7402,698,Muito caro,2024-04-15
7403,171,Pouco conteúdo,2022-12-18
7404,372,Problemas técnicos,2025-02-02
7405,566,Pouco conteúdo,2024-08-22
7406,944,Não usa mais,2023-02-23
7407,417,Problemas técnicos,2025-06-12
7408,549,Problemas técnicos,2025-02-06
7409,134,Não usa mais,2025-05-04
7410,544,Pouco conteúdo,2023-05-11
7411,939,Não usa mais,2023-08-08
7412,356,Muito caro,2024-03-25
7413,725,Pouco conteúdo,2022-10-15
7414,533,Não usa mais,2024-03-18
7415,919,Não usa mais,2023-01-16
7416,804,Pouco conteúdo,2024-08-06
7417,834,Pouco conteúdo,2024-05-09
7418,959,Muito caro,2024-02-08
7419,154,Pouco conteúdo,2023-09-16
7420,858,Pouco conteúdo,2023-01-03
7421,742,Problemas técnicos,2024-01-17
7422,549,Problemas técnicos,2022-12-05
7423,937,Não usa mais,2022-08-18
7424,538,Problemas técnicos,2023-01-31
7425,283,Problemas técnicos,2023-09-08
7426,469,Pouco conteúdo,2024-12-13
7427,755,Problemas técnicos,2022-11-03
7428,562,Muito caro,2025-06-01
7429,467,Não usa mais,2023-01-16
7430,583,Muito caro,2024-11-22
7431,683,Não usa mais,2022-08-21
7432,961,Muito caro,2024-04-23
7433,83,Problemas técnicos,2023-07-17
7434,551,Muito caro,2023-08-27
7435,873,Não usa mais,2023-06-30
7436,944,Problemas técnicos,2023-02-06
7437,906,Muito caro,2023-09-09
7438,493,Muito caro,2022-08-17
7439,211,Pouco conteúdo,2022-09-21
7440,797,Não usa mais,2023-10-30
7441,38,Pouco conteúdo,2022-12-06
7442,804,Problemas técnicos,2024-11-16
7443,648,Problemas técnicos,2023-01-14
7444,985,Não usa mais,2023-01-09
7445,463,Muito caro,2024-12-24
7446,925,Não usa mais,2023-06-25
7447,739,Pouco conteúdo,2023-09-18
7448,791,Problemas técnicos,2024-09-23
7449,563,Problemas técnicos,2024-09-16
7450,100,Pouco conteúdo,2024-05-30
7451,960,Pouco conteúdo,2023-12-28
7452,4,Não usa mais,2024-09-03
7453,766,Pouco conteúdo,2024-02-27
7454,639,Muito caro,2023-09-24
7455,282,Muito caro,2022-10-03
7456,206,Muito caro,2023-01-05
7457,717,Pouco conteúdo,2024-08-14
7458,353,Pouco conteúdo,2024-10-08
7459,225,Não usa mais,2024-01-28
7460,477,Não usa mais,2023-06-12
7461,503,Problemas técnicos,2024-12-05
7462,763,Pouco conteúdo,2023-09-21
7463,676,Não usa mais,2024-10-29
7464,676,Muito caro,2023-02-13
7465,719,Muito caro,2024-06-15
7466,617,Pouco conteúdo,2022-08-13
7467,416,Problemas técnicos,2023-04-03
7468,322,Pouco conteúdo,2022-09-24
7469,778,Muito caro,2025-06-02
7470,190,Muito caro,2024-12-21
7471,762,Muito caro,2022-09-10
7472,328,Pouco conteúdo,2023-11-27
7473,540,Não usa mais,2022-08-30
7474,218,Não usa mais,2024-01-22
7475,501,Pouco conteúdo,2023-05-20
7476,27,Problemas técnicos,2023-06-23
7477,141,Problemas técnicos,2024-04-27
7478,790,Problemas técnicos,2025-06-04
7479,365,Não usa mais,2023-08-08
7480,503,Problemas técnicos,2023-07-10
7481,678,Pouco conteúdo,2024-01-27
7482,940,Pouco conteúdo,2022-09-13
7483,937,Muito caro,2024-05-20
7484,727,Não usa mais,2022-09-13
7485,316,Não usa mais,2022-10-17
7486,201,Pouco conteúdo,2022-11-07
7487,957,Muito caro,2024-10-16
7488,655,Muito caro,2023-09-01
7489,916,Pouco conteúdo,2023-09-03
7490,576,Não usa mais,2024-04-17
7491,666,Problemas técnicos,2025-04-14
7492,19,Pouco conteúdo,2023-02-13
7493,193,Problemas técnicos,2024-09-14
7494,397,Não usa mais,2024-10-31
7495,540,Problemas técnicos,2024-02-24
7496,102,Problemas técnicos,2024-09-29
7497,342,Pouco conteúdo,2022-11-03
7498,541,Problemas técnicos,2024-11-22
7499,257,Problemas técnicos,2024-10-05
7500,651,Problemas técnicos,2024-11-12
7501,303,Pouco conteúdo,2025-04-30
7502,541,Problemas técnicos,2025-04-14
7503,818,Problemas técnicos,2025-01-26
7504,551,Pouco conteúdo,2025-06-12
7505,172,Pouco conteúdo,2024-10-26
7506,857,Muito caro,2023-01-18
7507,623,Pouco conteúdo,2022-11-27
7508,298,Não usa mais,2024-10-01
7509,36,Pouco conteúdo,2025-04-30
7510,373,Muito caro,2022-08-12
7511,530,Problemas técnicos,2022-08-23
7512,433,Problemas técnicos,2022-10-09
7513,444,Não usa mais,2025-01-21
7514,358,Muito caro,2023-06-22
7515,732,Problemas técnicos,2023-05-25
7516,450,Não usa mais,2022-07-09
7517,285,Muito caro,2022-11-14
7518,745,Não usa mais,2025-03-04
7519,811,Problemas técnicos,2022-09-25
7520,994,Problemas técnicos,2023-04-13
7521,799,Pouco conteúdo,2024-08-28
7522,894,Problemas técnicos,2024-12-29
7523,962,Pouco conteúdo,2024-01-22
7524,867,Problemas técnicos,2024-11-12
7525,278,Muito caro,2024-10-15
7526,192,Não usa mais,2023-01-26
7527,380,Muito caro,2024-06-12
7528,135,Pouco conteúdo,2023-11-24
7529,364,Não usa mais,2024-06-04
7530,670,Pouco conteúdo,2024-11-15
7531,732,Muito caro,2024-02-19
7532,468,Problemas técnicos,2023-07-22
7533,698,Muito caro,2023-12-28
7534,523,Muito caro,2024-01-23
7535,97,Muito caro,2023-11-22
7536,432,Pouco conteúdo,2022-11-20
7537,747,Não usa mais,2024-10-29
7538,63,Muito caro,2022-10-20
7539,806,Problemas técnicos,2023-03-20
7540,239,Problemas técnicos,2024-12-01
7541,455,Pouco conteúdo,2022-06-29
7542,556,Problemas técnicos,2024-03-05
7543,368,Pouco conteúdo,2024-12-17
7544,193,Não usa mais,2023-10-10
7545,740,Problemas técnicos,2023-06-02
7546,849,Problemas técnicos,2024-01-02
7547,942,Pouco conteúdo,2024-01-02
7548,404,Pouco conteúdo,2023-03-06
7549,305,Não usa mais,2024-08-28
7550,103,Não usa mais,2024-05-29
7551,583,Não usa mais,2024-09-01
7552,389,Muito caro,2024-09-17
7553,149,Problemas técnicos,2024-07-17
7554,895,Problemas técnicos,2024-09-02
7555,711,Muito caro,2024-08-30
7556,305,Pouco conteúdo,2022-09-01
7557,443,Problemas técnicos,2023-01-04
7558,661,Não usa mais,2023-11-18
7559,501,Não usa mais,2024-12-20
7560,529,Muito caro,2023-05-31
7561,844,Não usa mais,2023-01-31
7562,996,Muito caro,2023-06-16
7563,511,Não usa mais,2024-05-09
7564,97,Pouco conteúdo,2025-02-01
7565,785,Não usa mais,2022-09-11
7566,978,Muito caro,2025-04-28
7567,788,Pouco conteúdo,2024-09-19
7568,141,Muito caro,2025-02-21
7569,139,Não usa mais,2025-03-10
7570,912,Muito caro,2025-01-21
7571,202,Não usa mais,2024-03-21
7572,36,Problemas técnicos,2022-07-24
7573,736,Problemas técnicos,2023-03-02
7574,987,Problemas técnicos,2023-03-01
7575,941,Não usa mais,2024-06-28
7576,295,Pouco conteúdo,2022-10-01
7577,366,Não usa mais,2024-08-18
7578,40,Pouco conteúdo,2023-05-25
7579,193,Pouco conteúdo,2023-03-02
7580,14,Não usa mais,2022-11-04
7581,179,Muito caro,2024-12-08
7582,220,Problemas técnicos,2024-07-23
7583,315,Não usa mais,2022-10-14
7584,400,Pouco conteúdo,2022-12-28
7585,611,Não usa mais,2022-12-23
7586,878,Não usa mais,2023-04-28
7587,160,Não usa mais,2024-04-30
7588,865,Problemas técnicos,2025-05-22
7589,866,Não usa mais,2023-03-30
7590,116,Pouco conteúdo,2024-02-25
7591,743,Muito caro,2023-05-28
7592,81,Não usa mais,2024-05-22
7593,380,Problemas técnicos,2024-03-25
7594,768,Pouco conteúdo,2024-06-06
7595,479,Problemas técnicos,2022-06-25
7596,763,Não usa mais,2025-04-10
7597,195,Não usa mais,2024-11-25
7598,293,Não usa mais,2023-11-28
7599,566,Muito caro,2022-10-24
7600,796,Não usa mais,2025-03-12
7601,149,Muito caro,2024-10-12
7602,96,Pouco conteúdo,2022-12-10
7603,276,Muito caro,2024-03-31
7604,158,Problemas técnicos,2023-02-07
7605,136,Problemas técnicos,2023-10-08
7606,655,Não usa mais,2023-06-25
7607,904,Problemas técnicos,2025-03-04
7608,806,Problemas técnicos,2022-11-12
7609,134,Pouco conteúdo,2023-05-29
7610,606,Problemas técnicos,2022-06-27
7611,13,Não usa mais,2023-04-26
7612,117,Muito caro,2025-03-06
7613,961,Muito caro,2024-03-05
7614,107,Pouco conteúdo,2024-04-18
7615,209,Muito caro,2024-07-27
7616,5,Problemas técnicos,2022-11-27
7617,156,Pouco conteúdo,2023-09-24
7618,736,Problemas técnicos,2023-11-05
7619,829,Não usa mais,2023-05-27
7620,563,Não usa mais,2023-11-01
7621,116,Pouco conteúdo,2022-11-11
7622,760,Não usa mais,2023-06-14
7623,147,Não usa mais,2024-07-26
7624,937,Não usa mais,2022-07-21
7625,11,Muito caro,2023-12-07
7626,91,Problemas técnicos,2024-11-20
7627,923,Muito caro,2025-06-05
7628,612,Pouco conteúdo,2022-12-25
7629,375,Não usa mais,2023-09-15
7630,748,Muito caro,2024-01-23
7631,994,Problemas técnicos,2025-06-05
7632,922,Problemas técnicos,2022-10-29
7633,162,Não usa mais,2023-02-27
7634,200,Muito caro,2022-10-04
7635,592,Problemas técnicos,2023-09-26
7636,618,Pouco conteúdo,2024-04-12
7637,800,Muito caro,2022-12-04
7638,365,Problemas técnicos,2023-11-01
7639,929,Pouco conteúdo,2025-03-18
7640,767,Problemas técnicos,2024-04-24
7641,244,Não usa mais,2023-11-09
7642,698,Muito caro,2022-06-30
7643,129,Pouco conteúdo,2022-09-06
7644,96,Muito caro,2024-06-30
7645,19,Pouco conteúdo,2022-11-03
7646,448,Não usa mais,2023-04-03
7647,279,Pouco conteúdo,2024-10-13
7648,685,Não usa mais,2024-05-14
7649,669,Problemas técnicos,2023-01-26
7650,420,Problemas técnicos,2024-08-06
7651,470,Não usa mais,2022-07-23
7652,598,Problemas técnicos,2024-12-28
7653,649,Problemas técnicos,2025-04-08
7654,487,Não usa mais,2024-03-15
7655,531,Não usa mais,2025-04-27
7656,285,Problemas técnicos,2025-06-01
7657,886,Pouco conteúdo,2024-04-05
7658,986,Problemas técnicos,2024-11-04
7659,119,Problemas técnicos,2025-03-30
7660,981,Pouco conteúdo,2024-01-16
7661,513,Não usa mais,2022-07-20
7662,662,Pouco conteúdo,2025-02-25
7663,95,Não usa mais,2025-05-11
7664,494,Muito caro,2022-09-23
7665,752,Problemas técnicos,2023-06-24
7666,860,Problemas técnicos,2023-03-27
7667,35,Não usa mais,2025-01-30
7668,597,Não usa mais,2023-05-05
7669,903,Pouco conteúdo,2023-07-20
7670,557,Pouco conteúdo,2022-09-29
7671,547,Problemas técnicos,2022-08-14
7672,883,Problemas técnicos,2022-09-16
7673,441,Muito caro,2024-10-27
7674,550,Pouco conteúdo,2025-02-11
7675,843,Muito caro,2023-12-18
7676,57,Muito caro,2025-05-23
7677,539,Pouco conteúdo,2023-07-29
7678,312,Não usa mais,2025-05-21
7679,754,Problemas técnicos,2023-01-10
7680,986,Muito caro,2024-01-07
7681,322,Muito caro,2023-04-02
7682,700,Problemas técnicos,2023-10-24
7683,713,Pouco conteúdo,2023-02-26
7684,323,Problemas técnicos,2023-10-09
7685,180,Pouco conteúdo,2025-01-28
7686,971,Problemas técnicos,2025-01-14
7687,547,Não usa mais,2024-07-15
7688,747,Não usa mais,2024-07-21
7689,185,Problemas técnicos,2024-07-03
7690,710,Pouco conteúdo,2024-11-22
7691,342,Muito caro,2024-03-05
7692,25,Muito caro,2022-06-14
7693,796,Pouco conteúdo,2023-05-11
7694,144,Problemas técnicos,2023-05-04
7695,670,Não usa mais,2024-04-27
7696,18,Problemas técnicos,2023-06-02
7697,67,Pouco conteúdo,2022-08-19
7698,114,Pouco conteúdo,2025-05-16
7699,433,Muito caro,2024-11-01
7700,497,Pouco conteúdo,2023-11-26
7701,228,Não usa mais,2023-11-24
7702,976,Pouco conteúdo,2022-08-28
7703,327,Não usa mais,2022-12-06
7704,740,Não usa mais,2024-04-21
7705,332,Muito caro,2025-03-18
7706,561,Não usa mais,2024-07-03
7707,538,Não usa mais,2023-05-30
7708,153,Muito caro,2024-11-17
7709,36,Não usa mais,2023-09-13
7710,990,Problemas técnicos,2025-04-12
7711,654,Problemas técnicos,2022-09-23
7712,526,Pouco conteúdo,2023-06-14
7713,293,Problemas técnicos,2023-08-26
7714,455,Não usa mais,2024-05-13
7715,326,Problemas técnicos,2023-02-26
7716,387,Problemas técnicos,2024-06-29
7717,372,Problemas técnicos,2023-02-27
7718,167,Problemas técnicos,2024-09-10
7719,787,Não usa mais,2023-07-30
7720,811,Não usa mais,2024-07-20
7721,963,Muito caro,2023-05-06
7722,41,Muito caro,2024-04-04
7723,960,Muito caro,2024-10-16
7724,476,Problemas técnicos,2025-01-13
7725,215,Muito caro,2025-06-12
7726,330,Muito caro,2025-05-18
7727,715,Muito caro,2023-12-13
7728,465,Muito caro,2025-02-19
7729,56,Pouco conteúdo,2023-04-04
7730,1000,Não usa mais,2024-10-11
7731,996,Problemas técnicos,2023-12-10
7732,264,Muito caro,2022-09-07
7733,989,Pouco conteúdo,2023-01-13
7734,884,Pouco conteúdo,2023-02-04
7735,931,Muito caro,2024-11-05
7736,848,Muito caro,2022-12-23
7737,268,Não usa mais,2024-02-01
7738,723,Muito caro,2024-10-16
7739,402,Não usa mais,2023-07-19
7740,28,Pouco conteúdo,2024-03-15
7741,76,Muito caro,2025-01-13
7742,710,Muito caro,2024-03-28
7743,496,Não usa mais,2022-11-03
7744,637,Muito caro,2023-06-05
7745,488,Muito caro,2023-03-21
7746,619,Não usa mais,2024-10-16
7747,297,Não usa mais,2023-06-20
7748,754,Muito caro,2024-03-18
7749,184,Muito caro,2023-09-02
7750,624,Não usa mais,2023-03-29
7751,40,Problemas técnicos,2024-11-08
7752,676,Não usa mais,2024-10-28
7753,609,Pouco conteúdo,2023-05-03
7754,837,Problemas técnicos,2023-09-02
7755,312,Problemas técnicos,2022-10-27
7756,133,Problemas técnicos,2023-11-18
7757,722,Pouco conteúdo,2023-08-23
7758,615,Muito caro,2023-08-28
7759,220,Problemas técnicos,2023-01-18
7760,773,Muito caro,2022-07-18
7761,538,Pouco conteúdo,2022-07-07
7762,993,Problemas técnicos,2023-12-25
7763,774,Pouco conteúdo,2023-06-18
7764,704,Muito caro,2024-09-25
7765,261,Problemas técnicos,2024-08-21
7766,993,Muito caro,2024-01-17
7767,299,Não usa mais,2024-12-03
7768,306,Não usa mais,2023-12-11
7769,954,Muito caro,2023-06-07
7770,719,Não usa mais,2023-05-25
7771,834,Não usa mais,2023-04-25
7772,849,Pouco conteúdo,2024-12-15
7773,185,Problemas técnicos,2023-10-04
7774,608,Não usa mais,2024-04-27
7775,360,Não usa mais,2024-06-02
7776,665,Pouco conteúdo,2024-02-21
7777,742,Muito caro,2023-08-10
7778,745,Muito caro,2023-01-21
7779,791,Problemas técnicos,2023-05-10
7780,277,Problemas técnicos,2023-11-18
7781,379,Muito caro,2022-10-25
7782,353,Problemas técnicos,2022-10-28
7783,605,Problemas técnicos,2023-01-01
7784,119,Problemas técnicos,2024-12-27
7785,560,Muito caro,2024-02-01
7786,751,Muito caro,2023-01-25
7787,490,Muito caro,2023-05-26
7788,865,Problemas técnicos,2024-10-08
7789,697,Problemas técnicos,2024-11-20
7790,171,Problemas técnicos,2024-09-14
7791,423,Não usa mais,2022-08-30
7792,507,Muito caro,2024-04-28
7793,587,Não usa mais,2024-08-14
7794,309,Pouco conteúdo,2024-09-27
7795,751,Pouco conteúdo,2024-09-04
7796,902,Não usa mais,2024-12-17
7797,117,Não usa mais,2023-12-07
7798,711,Problemas técnicos,2024-02-26
7799,1000,Muito caro,2023-03-13
7800,506,Pouco conteúdo,2022-09-07
7801,507,Pouco conteúdo,2024-10-10
7802,431,Não usa mais,2025-05-28
7803,317,Não usa mais,2022-08-15
7804,407,Não usa mais,2022-09-11
7805,746,Pouco conteúdo,2025-06-04
7806,170,Problemas técnicos,2022-11-29
7807,61,Pouco conteúdo,2024-10-18
7808,959,Problemas técnicos,2024-05-27
7809,175,Muito caro,2025-01-22
7810,574,Muito caro,2023-01-27
7811,119,Não usa mais,2024-08-06
7812,69,Problemas técnicos,2024-01-23
7813,812,Não usa mais,2022-10-30
7814,899,Muito caro,2022-12-04
7815,475,Muito caro,2024-12-25
7816,520,Não usa mais,2023-03-19
7817,152,Pouco conteúdo,2022-11-10
7818,219,Não usa mais,2023-01-15
7819,617,Pouco conteúdo,2023-09-24
7820,4,Problemas técnicos,2022-11-03
7821,610,Pouco conteúdo,2023-10-01
7822,307,Problemas técnicos,2024-08-19
7823,490,Muito caro,2024-07-28
7824,144,Não usa mais,2024-01-12
7825,395,Não usa mais,2023-06-20
7826,606,Pouco conteúdo,2023-08-15
7827,777,Não usa mais,2023-12-07
7828,208,Problemas técnicos,2024-02-10
7829,533,Problemas técnicos,2024-12-20
7830,95,Pouco conteúdo,2022-12-22
7831,117,Não usa mais,2022-10-20
7832,820,Problemas técnicos,2022-09-23
7833,631,Muito caro,2022-07-14
7834,170,Muito caro,2023-11-25
7835,545,Pouco conteúdo,2023-08-22
7836,792,Pouco conteúdo,2024-12-22
7837,177,Pouco conteúdo,2024-05-24
7838,923,Não usa mais,2023-04-06
7839,48,Não usa mais,2023-05-17
7840,804,Pouco conteúdo,2023-04-05
7841,656,Muito caro,2024-03-03
7842,699,Pouco conteúdo,2024-12-16
7843,930,Problemas técnicos,2023-03-09
7844,994,Pouco conteúdo,2022-10-15
7845,17,Muito caro,2023-02-04
7846,396,Muito caro,2023-04-23
7847,990,Pouco conteúdo,2024-12-18
7848,25,Não usa mais,2024-11-12
7849,947,Problemas técnicos,2022-06-28
7850,86,Pouco conteúdo,2024-11-12
7851,687,Muito caro,2022-11-05
7852,775,Problemas técnicos,2022-06-29
7853,989,Pouco conteúdo,2023-12-16
7854,721,Problemas técnicos,2023-10-10
7855,83,Problemas técnicos,2024-11-26
7856,264,Não usa mais,2024-03-07
7857,99,Pouco conteúdo,2022-10-20
7858,138,Não usa mais,2022-06-21
7859,428,Problemas técnicos,2024-10-26
7860,69,Problemas técnicos,2024-04-25
7861,61,Problemas técnicos,2023-02-27
7862,109,Muito caro,2024-11-11
7863,971,Não usa mais,2024-10-25
7864,990,Muito caro,2023-08-30
7865,213,Não usa mais,2024-04-16
7866,355,Pouco conteúdo,2025-01-06
7867,234,Problemas técnicos,2023-09-16
7868,699,Não usa mais,2023-08-20
7869,41,Não usa mais,2023-11-13
7870,361,Problemas técnicos,2024-09-09
7871,406,Não usa mais,2025-06-09
7872,317,Muito caro,2023-08-17
7873,80,Não usa mais,2025-03-04
7874,33,Problemas técnicos,2023-02-24
7875,836,Problemas técnicos,2022-11-07
7876,674,Muito caro,2024-12-11
7877,982,Não usa mais,2024-02-10
7878,498,Pouco conteúdo,2023-12-06
7879,70,Problemas técnicos,2022-12-26
7880,946,Pouco conteúdo,2024-04-28
7881,644,Problemas técnicos,2024-08-19
7882,588,Não usa mais,2023-07-28
7883,99,Não usa mais,2024-08-25
7884,739,Problemas técnicos,2024-02-11
7885,35,Problemas técnicos,2022-06-20
7886,735,Problemas técnicos,2023-03-07
7887,78,Não usa mais,2022-11-28
7888,66,Não usa mais,2023-01-02
7889,582,Não usa mais,2024-10-31
7890,943,Muito caro,2024-12-26
7891,364,Não usa mais,2025-04-20
7892,519,Muito caro,2023-07-31
7893,990,Muito caro,2024-08-06
7894,121,Muito caro,2023-11-02
7895,263,Não usa mais,2024-04-08
7896,358,Não usa mais,2024-02-12
7897,178,Muito caro,2023-10-26
7898,574,Pouco conteúdo,2024-08-15
7899,453,Problemas técnicos,2023-08-17
7900,889,Não usa mais,2024-11-23
7901,652,Problemas técnicos,2024-06-22
7902,236,Pouco conteúdo,2023-11-26
7903,280,Problemas técnicos,2023-02-24
7904,65,Muito caro,2024-06-25
7905,379,Problemas técnicos,2023-05-11
7906,294,Pouco conteúdo,2022-08-08
7907,60,Pouco conteúdo,2024-01-15
7908,9,Pouco conteúdo,2023-04-27
7909,57,Muito caro,2023-05-14
7910,427,Não usa mais,2025-05-17
7911,170,Pouco conteúdo,2024-07-23
7912,943,Pouco conteúdo,2022-11-03
7913,370,Não usa mais,2024-09-21
7914,928,Muito caro,2023-08-07
7915,443,Muito caro,2024-10-04
7916,179,Não usa mais,2022-07-18
7917,644,Muito caro,2022-12-23
7918,856,Não usa mais,2024-10-12
7919,877,Problemas técnicos,2022-11-02
7920,610,Pouco conteúdo,2023-07-01
7921,109,Pouco conteúdo,2022-11-07
7922,324,Não usa mais,2022-11-28
7923,406,Muito caro,2024-12-02
7924,263,Problemas técnicos,2023-12-31
7925,820,Não usa mais,2025-04-12
7926,672,Pouco conteúdo,2022-08-23
7927,453,Não usa mais,2022-08-30
7928,387,Pouco conteúdo,2023-09-16
7929,449,Muito caro,2023-01-25
7930,271,Muito caro,2024-10-12
7931,498,Muito caro,2025-02-16
7932,120,Não usa mais,2022-10-22
7933,446,Problemas técnicos,2022-06-22
7934,431,Problemas técnicos,2022-06-26
7935,379,Muito caro,2022-08-14
7936,620,Pouco conteúdo,2024-09-17
7937,536,Não usa mais,2022-07-29
7938,883,Não usa mais,2022-08-05
7939,824,Pouco conteúdo,2024-12-10
7940,142,Não usa mais,2022-06-26
7941,832,Muito caro,2023-01-31
7942,663,Pouco conteúdo,2022-09-24
7943,980,Problemas técnicos,2023-04-11
7944,527,Pouco conteúdo,2025-05-19
7945,386,Não usa mais,2024-06-14
7946,931,Muito caro,2023-07-10
7947,50,Pouco conteúdo,2023-04-24
7948,39,Muito caro,2023-04-09
7949,294,Muito caro,2022-12-05
7950,948,Muito caro,2024-03-03
7951,943,Não usa mais,2023-01-30
7952,487,Pouco conteúdo,2023-07-17
7953,579,Não usa mais,2024-12-07
7954,413,Problemas técnicos,2024-07-06
7955,971,Muito caro,2023-09-25
7956,659,Pouco conteúdo,2025-01-10
7957,618,Problemas técnicos,2022-06-19
7958,848,Não usa mais,2023-04-30
7959,435,Não usa mais,2022-08-30
7960,931,Pouco conteúdo,2024-10-06
7961,472,Não usa mais,2024-04-19
7962,890,Não usa mais,2024-08-04
7963,839,Não usa mais,2024-11-13
7964,90,Muito caro,2024-02-15
7965,59,Problemas técnicos,2023-08-27
7966,845,Muito caro,2023-02-28
7967,679,Pouco conteúdo,2024-03-04
7968,305,Pouco conteúdo,2022-08-07
7969,176,Pouco conteúdo,2024-04-22
7970,1000,Problemas técnicos,2023-02-02
7971,145,Muito caro,2023-01-24
7972,941,Não usa mais,2025-02-19
7973,60,Não usa mais,2023-02-07
7974,661,Pouco conteúdo,2024-05-23
7975,928,Não usa mais,2023-05-21
7976,168,Muito caro,2024-08-23
7977,535,Pouco conteúdo,2024-10-18
